"Object Number","Is Highlight","Is Timeline Work","Is Public Domain","Object ID","Gallery Number","Department","AccessionYear","Object Name","Title","Culture","Period","Dynasty","Reign","Portfolio","Constituent ID","Artist Role","Artist Prefix","Artist Display Name","Artist Display Bio","Artist Suffix","Artist Alpha Sort","Artist Nationality","Artist Begin Date","Artist End Date","Artist Gender","Artist ULAN URL","Artist Wikidata URL","Object Date","Object Begin Date","Object End Date","Medium","Dimensions","Credit Line","Geography Type","City","State","County","Country","Region","Subregion","Locale","Locus","Excavation","River","Classification","Rights and Reproduction","Link Resource","Object Wikidata URL","Metadata Date","Repository","Tags","Tags AAT URL","Tags Wikidata URL","primaryImage","primaryImageSmall","hasImage","fetchedAt"
"13.100.117","False","False","True","36007","","Asian Art","1913","Fan mounted as an album leaf","南宋  佚名  雪景待渡圖  團扇|Waiting for the Ferry","China","Song dynasty (960–1279)","","","","3750","Artist"," ","Unidentified artist"," ","Chinese","Unidentified artist"," ","          ","          ","","","","early 13th century","1200","1233","Fan mounted as an album leaf; ink on silk","9 7/8 x 10 1/8 in. (25.1 x 25.7 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36007","https://www.wikidata.org/wiki/Q79000830","","Metropolitan Museum of Art, New York, NY","Landscapes|Mountains|Snow","http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300055381","https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q7561","https://images.metmuseum.org/CRDImages/as/original/DP153496.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153496.jpg","True","2025-09-07T15:38:33.289Z"
"13.100.123","False","False","True","36008","","Asian Art","1913","Fan mounted as an album leaf","明   佚名   觀音羅漢圖   扇|Guanyin and the sixteen luohans","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","16th–17th century","1500","1644","Round fan mounted as an album leaf; ink, color, and gold on silk","Sheet: H. 12 in. (30.5 cm); W. 12 1/4 in. (31.1 cm); Diam. 8 3/8 in. (21.3 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36008","https://www.wikidata.org/wiki/Q79000696","","Metropolitan Museum of Art, New York, NY","Bodhisattvas|Bridges|Men|Women|Buddhism","http://vocab.getty.edu/page/aat/300264360|http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300073738","https://www.wikidata.org/wiki/Q178149|https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q748","https://images.metmuseum.org/CRDImages/as/original/DP153527.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153527.jpg","True","2025-09-07T15:38:35.512Z"
"13.100.124","False","False","True","36009","","Asian Art","1913","Fan mounted as an album leaf","","China","Yuan dynasty (1271–1368) (?)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","late 12th century","1167","1199","Fan mounted as an album leaf; ink on silk","9 3/5 x 9 3/8 in. (24.4 x 23.8 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36009","https://www.wikidata.org/wiki/Q79000530","","Metropolitan Museum of Art, New York, NY","Gibbons"," ","https://www.wikidata.org/wiki/Q185939","https://images.metmuseum.org/CRDImages/as/original/DP153506.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153506.jpg","True","2025-09-07T15:38:37.683Z"
"13.200","False","False","True","36010","","Asian Art","1913","Hanging scroll","明  佚名  遊行天王圖  軸|Journey of the Tianwang (Devaradja)","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","16th–17th century","1500","1699","Hanging scroll; ink and color on silk","Image: 47 3/4 × 20 3/4 in. (121.3 × 52.7 cm)
Overall with mounting: 9 ft. 5 1/2 in. × 28 1/8 in. (288.3 × 71.4 cm)
Overall with knobs: 9 ft. 5 1/2 in. × 32 1/2 in. (288.3 × 82.6 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36010","https://www.wikidata.org/wiki/Q79000382","","Metropolitan Museum of Art, New York, NY","Elephants|Men","http://vocab.getty.edu/page/aat/300250160|http://vocab.getty.edu/page/aat/300025928","https://www.wikidata.org/wiki/Q7378|https://www.wikidata.org/wiki/Q8441","https://images.metmuseum.org/CRDImages/as/original/13_200.jpg","https://images.metmuseum.org/CRDImages/as/web-large/13_200.jpg","True","2025-09-07T15:38:39.885Z"
"13.220.1","False","False","True","36011","216","Asian Art","1913","Handscroll","明　佚名　舊傳夏珪　長江萬里圖　卷 (前半) |First half of Ten Thousand Li of the Yangzi River","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," ",", fake signature of Xia Gui (active ca. 1195–1230)","Unidentified artist"," ","          ","          ","","","","late 15th century","1467","1499","Handscroll; ink and color on silk","Image: 23 3/8 in. × 17 ft. 1 3/8 in. (59.4 × 521.7 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36011","https://www.wikidata.org/wiki/Q79000241","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP165823_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP165823_CRD.jpg","True","2025-09-07T15:38:42.066Z"
"13.220.8","False","False","True","36012","","Asian Art","1913","Hanging scroll","明 佚名 人物山水  軸|Scholar Admiring Autumn Scenery","China","Ming dynasty (1368–1644)","","","","3750","Artist"," ","Unidentified artist"," "," ","Unidentified artist"," ","          ","          ","","","","late 15th–early 16th century","1467","1533","Hanging scroll; ink and color on silk","Image: 88 1/4 x 48 in. (224.2 x 121.9 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36012","https://www.wikidata.org/wiki/Q79000061","","Metropolitan Museum of Art, New York, NY","Landscapes","http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/13_220_8_20108.jpg","https://images.metmuseum.org/CRDImages/as/web-large/13_220_8_20108.jpg","True","2025-09-07T15:38:44.244Z"
"13.220.15","False","False","True","36013","","Asian Art","1913","Hanging scroll","明   傳仇英   文玉圖	軸圖  軸|Lady in a Bamboo Grove","China","Ming dynasty (1368–1644)","","","","1179","Artist","Attributed to","Qiu Ying","Chinese, ca. 1495–1552"," ","Qiu Ying","Chinese","1485      ","1562      ","","http://vocab.getty.edu/page/ulan/500324495","https://www.wikidata.org/wiki/Q769372","","1495","1552","Hanging scroll; ink and color on silk","Image: 49 × 17 1/2 in. (124.5 × 44.5 cm)
Overall with mounting: 9 ft. 5 1/8 in. × 25 3/8 in. (287.3 × 64.5 cm)
Overall with knobs: 9 ft. 5 1/8 in. × 29 1/2 in. (287.3 × 74.9 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36013","https://www.wikidata.org/wiki/Q78999908","","Metropolitan Museum of Art, New York, NY","Women|Bamboo","http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300311500","https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q670887","https://images.metmuseum.org/CRDImages/as/original/DP-16966-002.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP-16966-002.jpg","True","2025-09-07T15:38:46.424Z"
"13.220.30","False","False","True","36014","","Asian Art","1913","Hanging scroll","清 山水圖  軸|Landscape","China","Qing dynasty (1644–1911)","","","","1204","Artist","Attributed to","Zhao Zuo","Chinese, ca. 1570–after 1630"," ","Zhao Zuo","Chinese","1560      ","1630      ","","http://vocab.getty.edu/page/ulan/500125737","https://www.wikidata.org/wiki/Q3575402","","1630","1644","Hanging scroll; ink on silk","58 1/4 x 26 1/8 in. (148 x 66.4 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36014","https://www.wikidata.org/wiki/Q78999707","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/13_220_30_257361.jpg","https://images.metmuseum.org/CRDImages/as/web-large/13_220_30_257361.jpg","True","2025-09-07T15:38:48.612Z"
"13.220.31","False","False","True","36015","","Asian Art","1913","Hanging scroll","清   陳書   白鸚鵡圖   軸|Cockatoo","China","Qing dynasty (1644–1911)","","","","1214","Artist"," ","Chen Shu","Chinese, 1660–1736"," ","Chen Shu","Chinese","1660      ","1736      ","","","https://www.wikidata.org/wiki/Q2962602","dated 1721","1721","1721","Hanging scroll; ink and color on paper","37 1/16 x 17 3/16 in. (94.1 x 43.7 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36015","https://www.wikidata.org/wiki/Q78999551","","Metropolitan Museum of Art, New York, NY","Birds","http://vocab.getty.edu/page/aat/300266506","https://www.wikidata.org/wiki/Q5113","https://images.metmuseum.org/CRDImages/as/original/DP-33899-002.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP-33899-002.jpg","True","2025-09-07T15:38:50.842Z"
"13.220.35","False","False","True","36016","","Asian Art","1913","Hanging scroll","","China","Qing dynasty (1644–1911)","","","","1170","Artist","Attributed to","Yun Shouping","Chinese, 1633–1690"," ","YUN SHOUPING","Chinese","1633      ","1690      ","","http://vocab.getty.edu/page/ulan/500328444","https://www.wikidata.org/wiki/Q1329823","","1644","1690","Hanging scroll; ink on paper","38 7/8  x 13 1/8 in. (98.7 x 33.3 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36016","https://www.wikidata.org/wiki/Q78999365","","Metropolitan Museum of Art, New York, NY","Landscapes","http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/13_220_35_O.jpg","https://images.metmuseum.org/CRDImages/as/web-large/13_220_35_O.jpg","True","2025-09-07T15:38:52.999Z"
"13.220.36","False","False","True","36017","","Asian Art","1913","Hanging scroll","清    湯貽汾    山水圖    軸|Landscape","China","Qing dynasty (1644–1911)","","","","1217","Artist"," ","Tang Yifen","Chinese, 1778–1853"," ","Tang Yifen","Chinese","1778      ","1853      ","","","https://www.wikidata.org/wiki/Q6129315","dated 1845","1845","1845","Hanging scroll; ink on paper","Image: 46 x 10 3/4 in. (116.8 x 27.3 cm)
Overall with mounting: 97 1/2 x 17 1/2 in. (247.7 x 44.5 cm)
Overall with knobs: 97 1/2 x 20 1/8 in. (247.7 x 51.1 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36017","https://www.wikidata.org/wiki/Q78999209","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/13_220_36_O1_sf.JPG","https://images.metmuseum.org/CRDImages/as/web-large/13_220_36_O1_sf.JPG","True","2025-09-07T15:38:55.149Z"
"13.220.37a, b","False","False","True","36018","","Asian Art","1913","Handscroll","清   佚名   倣石濤   十六羅漢圖   卷|(Copy after) The Sixteen Luohans","China","Qing dynasty (1644–1911)","","","","1168","Artist","In the Style of","Shitao (Zhu Ruoji)","Chinese, 1642–1707"," ","Shitao (Zhu Ruoji)","Chinese","1642      ","1707      ","","http://vocab.getty.edu/page/ulan/500125620","https://www.wikidata.org/wiki/Q469439","19th–early 20th century","1800","1913","Handscroll; ink on paper","19 5/8 in. × 20 ft. 9 3/4 in. (49.8 × 634.4 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36018","https://www.wikidata.org/wiki/Q78999044","","Metropolitan Museum of Art, New York, NY","Men|Buddhism","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300073738","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q748","https://images.metmuseum.org/CRDImages/as/original/DP165864_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP165864_CRD.jpg","True","2025-09-07T15:38:57.315Z"
"13.220.98","False","False","True","36019","","Asian Art","1913","Handscroll","明   佚名   傳文伯仁   山水圖   卷|Landscape","China","Ming (1368–1644)–Qing (1644–1911) dynasty","","","","1201","Artist","In the Style of","Wen Boren","Chinese, 1502–1575"," ","Wen Boren","Chinese","1502      ","1575      ","","http://vocab.getty.edu/page/ulan/500332736","https://www.wikidata.org/wiki/Q3567211","dated 1558","1558","1558","Handscroll; ink and color on paper","Image: 7 1/16 × 48 1/2 in. (17.9 × 123.2 cm)
Overall with mounting: 9 9/16 in. × 10 ft. 11 1/2 in. (24.3 × 334 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36019","https://www.wikidata.org/wiki/Q78998886","","Metropolitan Museum of Art, New York, NY","Mountains|Landscapes","http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294","https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163","https://images.metmuseum.org/CRDImages/as/original/DP166600_CRD.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP166600_CRD.jpg","True","2025-09-07T15:38:59.476Z"
"13.220.99b","False","False","True","36020","","Asian Art","1913","Album leaf","明/清   佚名   傳馬麟   石榴白鳥圖   冊頁	|Pomegranates after Ma Lin","China","Ming (1368–1644)–Qing (1644–1911) dynasty","","","","116383750","Artist|Artist","In the Style of| ","Ma Lin|Unidentified artist","Chinese, ca. 1180– after 1256| "," | ","MA LIN|Unidentified artist","Chinese| ","1180      |          ","1256      |          ","|","|","https://www.wikidata.org/wiki/Q637407|","","1368","1911","Album leaf; ink and color on silk","10 3/4 x 10 3/4 in. (27.3 x 27.3 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36020","https://www.wikidata.org/wiki/Q78998681","","Metropolitan Museum of Art, New York, NY","Birds|Pomegranates","http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300379961","https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q13222088","https://images.metmuseum.org/CRDImages/as/original/DP153522.jpg","https://images.metmuseum.org/CRDImages/as/web-large/DP153522.jpg","True","2025-09-07T15:39:01.668Z"
"13.220.104","False","False","True","36021","","Asian Art","1913","Hanging scroll","明?   佚名   舊傳貫休   羅漢圖   軸|Luohan","China","Ming dynasty (1368–1644)","","","","1565","Artist","Formerly attributed to","Guanxiu","Chinese, active ca. 940"," ","Guanxiu","Chinese","0930      ","0950      ","","http://vocab.getty.edu/page/ulan/500125756","https://www.wikidata.org/wiki/Q3118758","15th century?","1400","1499","Hanging scroll; ink and color on silk","Image: 46 3/8 × 18 1/2 in. (117.8 × 47 cm)
Overall with mounting: 83 × 24 1/2 in. (210.8 × 62.2 cm)
Overall with knobs: 83 × 28 1/4 in. (210.8 × 71.8 cm)","John Stewart Kennedy Fund, 1913","","","","","","","","","","","","Paintings","","http://www.metmuseum.org/art/collection/search/36021","https://www.wikidata.org/wiki/Q78998507","","Metropolitan Museum of Art, New York, NY","Men|Buddhism","http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300073738","https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q748","https://images.metmuseum.org/CRDImages/as/original/13_220_104.jpg","https://images.metmuseum.org/CRDImages/as/web-large/13_220_104.jpg","True","2025-09-07T15:39:03.869Z"
